mhz,zreal,zimag,zmag,zphase,vswr,s11,s11_real,s11_imag,s11_ang,gain_max,gain_net,gain_max_theta,gain_max_phi,gain_viewer,gain_viewer_net,fb_ratio
144,27.184138079553588,-146.04246217432035,148.55092770180207,-79.455717115423184,18.019293018512066,-0.96505707723487044,-0.96505707723487111,-5.5690918765805151,-36.736071206008596,19.228830696209393,12.222920697325327,0,90,-23.422766538928506,-30.428676537812571,5.5973742257893395
144.19999999999999,27.293181040808157,-142.57075097594154,145.15969401032183,-79.162641207473726,17.21460271719069,-1.0102678186503242,-1.0102678186503242,-5.6868991184103903,-37.513177298053002,19.274187048030274,12.445362941605065,0,90,-21.708838086191626,-28.537662192616835,6.0347132951479061
144.39999999999998,27.479850070282698,-139.14496708142971,141.83252103793887,-78.828371391441507,16.399420648877989,-1.0606081094418065,-1.0606081094418065,-5.8067416452314591,-38.303708985511896,19.30096498953025,12.659154205362405,0,90,-20.428887865154834,-27.070698649322679,6.4434777038135538
144.59999999999997,27.739085185638896,-135.77575555441967,138.58034724775968,-78.453328759872448,15.584882437862566,-1.1161892908843674,-1.1161892908843654,-5.9281418950924607,-39.10451606899268,19.308213815044915,12.861601086952007,0,90,-19.472427349365493,-25.919040077458401,6.8084373113590502
144.79999999999995,28.057533416569711,-132.46984662206165,135.40858704489338,-78.041306536386728,14.784333124352315,-1.1768095581117004,-1.1768095581117017,-6.0508213494485243,-39.913761323087108,19.297663971626168,13.051756520787542,0,90,-18.763828978998571,-25.009736429837197,7.116813129087598
144.99999999999994,28.423047571225553,-129.23121230992379,132.3199753186523,-77.595888151218134,14.00773155171275,-1.2422697437090504,-1.2422697437090504,-6.1745712267328221,-40.7300675368108,19.271120613407781,13.229097574075379,0,90,-18.251548502442446,-24.293571541774849,7.3597712927026055
145.19999999999993,28.823498005722836,-126.06074948288851,129.3139845394669,-77.120846496947578,13.262401659544983,-1.3123425087524121,-1.3123425087524123,-6.2993069376890496,-41.552876723868721,19.230782646623339,13.393751067468706,0,90,-17.898499810488644,-23.735531389643278,7.5333074218583267
145.39999999999992,29.247399616488728,-122.95692551404591,126.38756234769788,-76.619876362468034,12.553130680173226,-1.3867988013299777,-1.3867988013299801,-6.4250589479637092,-42.382389848472641,19.178970245216064,13.546298140885137,0,90,-17.676401287666931,-23.309073391997856,7.6385570325474532
145.59999999999991,29.686146459358845,-119.91470204606452,123.53462291359024,-76.095381670709898,11.881554064701747,-1.4655467287757484,-1.4655467287757482,-6.5519999034275003,-43.219745755364215,19.117826499320305,13.68779368547019,0,90,-17.562463557526875,-22.992496371376991,7.681651010612236
145.7999999999999,30.131458759265637,-116.93052664242319,120.75037419335712,-75.549995473555157,11.248521223878672,-1.548449084405177,-1.5484490844051779,-6.6802818685760998,-44.065947525883267,19.049246402415463,13.819127455359775,0,90,-17.543000108474377,-22.773119055530067,7.6695511081050771
145.99999999999989,30.577196441490955,-113.99737152870881,118.02697004361332,-74.985139073021898,10.65293895085675,-1.6355182334244789,-1.6355182334244787,-6.8102289240548934,-44.923132932206862,18.975165164671711,13.941750035707122,0,90,-17.603866682917307,-22.637281811881898,7.6124406535305926
