mhz,zreal,zimag,zmag,zphase,vswr,s11,s11_real,s11_imag,s11_ang,gain_max,gain_net,gain_max_theta,gain_max_phi,gain_viewer,gain_viewer_net,fb_ratio
141,28.718550861881813,-12.969805208600743,31.511442536887127,-24.30477641597281,1.9086131693120432,-10.106138780262876,-10.106138780262876,-21.115092677788333,-139.28402786721171,10.783063463712772,10.337123215239227,0,0,-8.266779520292344,-8.7127197687658882,16.978974198396713
141.5,29.523222799093254,-9.7046466681209616,31.077336620083308,-18.196330611555453,1.7888192674926096,-10.968857204388199,-10.968857204388197,-22.388569171636817,-147.68441417685921,10.862523538349095,10.500380687189219,0,360,-8.8588655648171866,-9.221008415977062,17.140200139065591
142,30.452813850768681,-6.4326261810137924,31.124789975423656,-11.927400624511575,1.684451069118192,-11.870261721204646,-11.870261721204642,-23.833105506664008,-157.21318311069282,10.933669348418141,10.641743415185305,0,360,-9.4633409007970091,-9.755266834029845,17.075986828958783
142.5,31.535834148079847,-3.1754704387501769,31.69530640209328,-5.749962078687493,1.5960711572333619,-12.780369689630742,-12.780369689630739,-25.47009057464485,-168.01142479052689,10.996272735426786,10.761063301110147,0,0,-10.042753228695325,-10.277962663011964,16.827688558260505
143,32.802933451841525,0.033867429996155878,32.802950935072261,0.059155078767503436,1.5242551507862585,-13.651810900669755,-13.651810900669755,27.266868710000324,179.86372871810133,11.05003642428766,10.85854802791601,0,0,-10.53847548714803,-10.72996388351968,16.453301185410158
143.5,34.285300692997744,3.1472302834248342,34.429448181261606,5.2447860745561989,1.4691859021419982,-14.424176690189848,-14.424176690189846,25.246508663507843,166.53658451316593,11.094667922435587,10.934959585267622,0,360,-10.872574231222224,-11.032282568390189,16.010180709195033
144,36.011226787020384,6.0959210051774706,36.523536351338961,9.6078543372242482,1.4300349849501195,-15.042174752819005,-15.042174752818999,23.103406408023943,152.39978109817994,11.129956321189415,10.991772335287861,0,0,-10.965017979379322,-11.103201965280876,15.545402352191999
144.5,37.999287309222531,8.7839910750217953,39.001337608021899,13.015980872560224,1.4043240232110124,-15.485268995048749,-15.485268995048747,20.935173149510533,138.09720302240001,11.155842822689959,11.031256072486842,0,0,-10.766251490923731,-10.890838241126847,15.093865553790556
145,40.245625404098512,11.081090761587109,41.743274148460742,15.394175681163505,1.3876735675332765,-15.790175216222973,-15.790175216222968,18.852097445675916,124.35635997662833,11.172489795814069,11.056463835357548,0,0,-10.283792318657063,-10.399818279113585,14.680548605612792
145.5,42.70172839518861,12.817653343993655,44.58396399136408,16.708026650170613,1.3741999962341782,-16.048270423348384,-16.048270423348384,16.946252729601092,111.78460703217718,11.180315846373663,11.071069190584531,0,0,-9.5770680893577467,-9.6863147451468787,14.323890447052774
146,45.239060379644506,13.79022348912604,47.29421579763391,16.952794981803503,1.3573819510018832,-16.38594677409878,-16.38594677409878,15.282197617670732,100.80779996248825,11.180019954728103,11.079041487416712,0,0,-8.7257492137168899,-8.8267276810282809,14.039028759943822
146.5,47.601068790414764,13.791750146280366,49.558794598811858,16.158213002246328,1.3310517235314281,-16.953121137897913,-16.953121137897909,13.920310310596506,91.824218761820887,11.172542084545958,11.084053115870317,0,360,-7.8000904694997786,-7.8885794381754195,13.840559934580606
147,49.358288714767902,12.689668793810615,50.963402152397514,14.41809178118919,1.2905548050352107,-17.934252508814964,-17.934252508814964,12.979275442354572,85.616757169662904,11.158945552595188,11.088496239257651,0,360,-6.8485761154893172,-6.9190254288268545,13.745088699341277
147.5,49.914996280813774,10.566800307248499,51.021212475272677,11.952811374921501,1.2350733542356966,-19.561767536218241,-19.561767536218237,12.798435437277192,84.423860472922328,11.140219893500788,11.091911707698035,0,0,-5.8986776447218858,-5.9469858305246399,13.774145259300347
148,48.645536111400638,7.8843943669103949,49.280339468174851,9.2063544835946249,1.1758986409673162,-21.847523538296755,-21.847523538296748,14.42873219791111,95.177983265801501,11.11686768798786,11.088393267069531,0,360,-4.9624919129375744,-4.9909663338559032,13.958121775946941
148.5,45.195506247833769,5.5242198233593154,45.531865650934812,6.9686622087797803,1.1663261106173288,-22.29526804423611,-22.29526804423611,19.357891601391469,127.69279085831067,11.088284704409407,11.062607915319823,0,0,-4.0423754078603071,-4.0680521969498908,14.343006831831765
149,39.79348956059922,4.5403392235132038,40.051672769986666,6.5091588766971178,1.2837492269297086,-18.114274527471629,-18.114274527471633,23.21313308404148,153.12358438114066,11.051668307210507,10.984101904276519,0,0,-3.1356614098914481,-3.2032278128254363,15.00306361454658
149.5,33.267492980927706,5.6879387437038389,33.750240538227303,9.7023795816568423,1.5372608643802734,-13.483598286723325,-13.48359828672332,23.848938578360158,157.31762470765869,11.000359022033306,10.801132229686838,0,0,-2.2385414995516575,-2.4377682918981258,16.069022200349423
150,26.670146602596542,9.1007619321989353,28.180145271991648,18.841388188139401,1.9600865143939965,-9.7798806966209675,-9.7798806966209675,23.030726342062799,151.9203528291593,10.92122849893623,10.43849273189597,0,0,-1.3501437643960246,-1.8328795314362858,17.801125788589371
150.5,20.828879807916156,14.371864964910758,25.3059822299441,34.60555981843563,2.6360688723511618,-6.9366103780298927,-6.93661037802989,21.572543942928533,142.30156871981254,10.791062444447961,9.8085878704416167,0,0,-0.47722574980649685,-1.4597003238128408,20.837093252530657
151,16.152374275592301,20.877019570341282,26.396006153947397,52.271181383852408,3.6870187083429102,-4.8325199361013533,-4.8325199361013551,19.831784274609589,130.8187861503898,10.572258786950117,8.8416783725302057,0,360,0.36038343244018084,-1.3701969819797306,27.550636918709216
