mhz,zreal,zimag,zmag,zphase,vswr,s11,s11_real,s11_imag,s11_ang,gain_max,gain_net,gain_max_theta,gain_max_phi,gain_viewer,gain_viewer_net,fb_ratio
2300,126.31507318492662,-27.868000333736084,129.35270834549419,-12.441457099475578,2.6706648347037492,-6.8371079974962186,-6.8371079974962186,-1.6795386057449988,-11.078942703989458,10.886141304857011,9.8780404730181779,0,0,-4.4965112374929044,-5.5046120693317384,17.306055947684548
2310,128.04772423177027,-29.074135135411748,131.30698768461514,-12.792513622848885,2.7151613968302315,-6.7134538400939903,-6.7134538400939885,-1.6913766481605454,-11.157031408351846,10.913221432567626,9.872224140557968,0,0,-4.4806123084572622,-5.5216096004669204,17.406942098537197
2320,129.32863770030445,-30.692286560119499,132.9207018628216,-13.350461459878206,2.756020686261436,-6.6039669560434255,-6.6039669560434247,-1.7341747238621397,-11.439345507543775,10.941160985279694,9.8700261190056491,0,0,-4.4640282227469203,-5.5351630890209655,17.523409181928294
2330,130.0141855010983,-32.550909388455217,134.0270500068155,-14.05588634143828,2.7893412507713999,-6.5174108702401634,-6.5174108702401643,-1.8021117481039439,-11.887486679458444,10.968919226791956,9.8732612831212681,0,0,-4.4490237290143355,-5.5446816726850221,17.648102867640073
2340,130.03391754319043,-34.421794441898648,134.51274900257437,-14.826912970133169,2.8117861927591514,-6.4604317386202492,-6.4604317386202483,-1.8870781759799078,-12.447960956727529,10.994979754893585,9.8828319562223026,0,0,-4.4378335277084933,-5.5499813263797746,17.771308671118796
2350,129.41234081777318,-36.05761009048441,134.34174779781929,-15.569205861331957,2.8210641372123701,-6.4371817139893137,-6.4371817139893146,-1.9794041514367984,-13.056981903717377,11.017519191193694,9.8985621553624874,0,0,-4.4325914133177804,-5.5515484491489877,17.882271925667158
2360,128.27201947278041,-37.235204272931561,133.56710454626281,-16.187121986853814,2.8163414706120311,-6.4489945563692057,-6.4489945563692057,-2.0683251347148248,-13.643542090872273,11.034802156628402,9.9193106386915559,0,0,-4.435209384763608,-5.5507009027004539,17.97020267533906
2370,126.8135975140934,-37.793377203592421,132.32546192974161,-16.595270391760785,2.7984806411322558,-6.4940829989146165,-6.4940829989146156,-2.142464384289374,-14.132595748432506,11.045161385107701,9.9427860205259702,0,0,-4.4473126632901669,-5.5496880278718983,18.026065989972878
2380,125.28220670302559,-37.659680141230247,130.82003984374643,-16.730714567966981,2.7701625479717564,-6.5669385389686941,-6.5669385389686949,-2.1906733578082158,-14.450602404311953,11.047247661665761,9.9656986106070935,0,0,-4.470528953132753,-5.5520780041914213,18.044027061777072
2390,123.92870131690891,-36.85570251781192,129.29294574019522,-16.562183324344467,2.7357095281897785,-6.6579210513910745,-6.6579210513910745,-2.2032523874383396,-14.533578971844978,11.040524007900958,9.9843617494320345,0,0,-4.506263413674958,-5.5624256721438821,18.022758644603222
2400,122.97663734599517,-35.485782569158452,127.99411743308363,-16.095871206000474,2.700622538719621,-6.7533371799927702,-6.7533371799927675,-2.173701672321283,-14.33865003212075,11.025165417387338,9.9949084176228098,0,0,-4.5561075977239422,-5.5863645974884708,17.965757556424752
2410,122.59989683499843,-33.719778481598723,127.15249964039381,-15.378339717006359,2.6709095537342309,-6.8364148403557756,-6.8364148403557756,-2.1009444132489818,-13.858712564887723,11.002305712497755,9.9940237572016759,0,0,-4.6221542115873966,-5.6304361668834755,17.880725415972293
2420,122.91046231020849,-31.771994605961556,126.95054701162351,-14.493527818349927,2.6522271854041919,-6.8897604229809239,-6.8897604229809239,-1.9911013040361025,-13.134141239623222,10.973838116979362,9.9793895564920962,0,0,-4.7068706777690563,-5.7013192382563229,17.778159240355556
2430,123.95319077617933,-29.88430125312825,127.5047644795426,-13.554956024800322,2.6490456342674387,-6.8989324100092357,-6.8989324100092357,-1.8579068861021648,-12.255534865388221,10.942539500878944,9.9504479202574743,0,0,-4.8136336565637112,-5.8057252371851806,17.669563804881584
2440,125.69748207870657,-28.31161361203344,128.8464375380392,-12.693259829005319,2.6638727374261988,-6.8564054880152527,-6.8564054880152501,-1.7209992485475298,-11.352434533536339,10.911271704451597,9.9081987442854977,0,0,-4.9463877696926506,-5.9494607298587496,17.565582170210206
2450,128.03439742595748,-27.305914285830767,130.91378796449655,-12.03911217652105,2.6968798610080977,-6.7636848395399731,-6.7636848395399713,-1.6018211088516248,-10.566285422856442,10.883362047237132,9.8558712152460028,0,0,-5.110239673331666,-6.1377305053227955,17.475117967858381
2460,130.76464048704267,-27.094527198994026,133.5421454292335,-11.706080146482366,2.745738545444989,-6.6311651796748938,-6.6311651796748938,-1.5191281676393857,-10.020808019371344,10.861228317097432,9.797670833237401,0,0,-5.310935001193605,-6.3744924850536364,17.40393416706484
2470,133.59339216972566,-27.847400675086146,136.4649118116921,-11.774636898607989,2.8058326273953025,-6.4754437901081623,-6.4754437901081623,-1.4855867800933167,-9.7995549266683213,10.84678482447136,9.7390086484301044,0,0,-5.5546425851155234,-6.6624187611567782,17.354260325115906
2480,136.13693336344761,-29.625208826310338,139.32306924413584,-12.276919205407641,2.8705925975299711,-6.3159650061857517,-6.31596500618575,-1.5063427507321168,-9.9364700345952102,10.840960061593144,9.6857263468953878,0,0,-5.8475643643661099,-7.002798079063866,17.32437445341186
2490,137.96533540057806,-32.331583375837582,141.70308767201487,-13.189019458827918,2.9322125368257401,-6.171641757314605,-6.1716417573146067,-1.5797995031887277,-10.421021654250859,10.842269344838989,9.6420840509053622,0,0,-6.1951042863151464,-7.3952895802487726,17.308590839063726
2500,138.67595102584386,-35.663092154943882,143.18825208436013,-14.422153486668325,2.9821745316154491,-6.0595679749688909,-6.05956797496889,-1.6986537592297004,-11.205034292185514,10.84802212665924,9.6115467999357591,0,0,-6.5997869369720252,-7.8362622636955068,17.297756466538733
2510,138.01036421883529,-39.128441350479278,143.44997579063397,-15.82899508969486,3.0124114011155996,-5.9937737332010403,-5.9937737332010368,-1.8514454355118792,-12.212912420968328,10.854056849938576,9.5956904738924074,0,0,-7.0599593194475974,-8.3183256954937672,17.280418749656747
2520,135.95505046217974,-42.117323633452862,142.3293528974921,-17.212384716241711,3.0162853249329169,-5.9854513832137552,-5.9854513832137552,-2.0227307992182673,-13.342782686554342,10.853310849633948,9.5921438067457903,0,0,-7.5640356075967796,-8.8252026504849361,17.243492333532387
2530,132.7895704387833,-44.05819579214581,139.90780762264714,-18.355306488512902,2.9902700536237705,-6.0418056077273246,-6.0418056077273246,-2.1934562445895307,-14.468959495418055,10.83919926486983,9.5968575163001475,0,0,-8.0878205722691003,-9.3301623208387827,17.176456896307482
2540,129.0318880110645,-44.560579563387655,136.50960909300449,-19.052121674327502,2.9352254334666625,-6.1647610672599953,-6.1647610672599953,-2.3404894528253459,-15.438852348167206,10.804974618863962,9.6025968226724547,0,0,-8.5899876976495193,-9.7923654938410269,17.072437091634377
2550,125.31130244541504,-43.504155865258724,132.64815904532941,-19.145398265318107,2.8573195861296337,-6.3479796782192164,-6.3479796782192146,-2.4371658096814564,-16.076570239721228,10.744078150109544,9.5985537957536007,0,0,-9.0143736310384863,-10.15989798539443,16.930265642500075
