mhz,zreal,zimag,zmag,zphase,vswr,s11,s11_real,s11_imag,s11_ang,gain_max,gain_net,gain_max_theta,gain_max_phi,gain_viewer,gain_viewer_net,fb_ratio
142.59999999999997,28.285014941873069,18.470332736227526,33.781581692527972,33.144846196861693,2.0980022531296396,-9.0095699596058587,-9.0095699596058552,19.15292686733385,126.34075730743227,8.8525983617387141,8.2696231920799868,0,90,0.66435096460180632,0.081375794943078783,9.9179968865201182
142.79999999999995,28.192432484908142,20.0001105928276,34.566134772945595,35.352428935484156,2.1576808907424021,-8.7155874848373625,-8.7155874848373607,18.665876218472619,123.12796647653562,8.9018827215379499,8.2749900096619857,0,90,0.62336611789295893,-0.0035265939830056992,10.139930182360327
142.99999999999994,28.127938316824796,21.541175040693357,35.428846101572248,37.445919369441654,2.2195449118569743,-8.4319337835860946,-8.4319337835860928,18.195060575932697,120.02226857236148,8.9479500795796412,8.2752996101846215,0,90,0.58368430654070136,-0.088966162854318354,10.365716653735968
143.19999999999993,28.092095122066958,23.091237286394637,36.364420080125576,39.419638829491632,2.2833640067317735,-8.159383562300377,-8.159383562300377,17.740092223342238,117.02110605472927,8.9903744379047019,8.2703451998464583,0,90,0.54567822332736926,-0.17435101473087478,10.593535033091946
143.39999999999992,28.085139731516914,24.647952292863195,37.367052679734989,41.27068814786157,2.3489012068582622,-7.8984438547503624,-7.8984438547503597,17.300628247627426,114.12221692484698,9.0287822621213305,8.2599829664069375,0,90,0.50970249816688251,-0.25909679754751025,10.821336790664693
143.59999999999991,28.106983267383573,26.208990304767031,38.430634670642021,42.998696335877241,2.4159191519221603,-7.6493825423815833,-7.6493825423815833,16.876355622623141,111.32353633053658,9.0628618422866829,8.244134057147555,0,90,0.47607962617391009,-0.34264815896521872,11.046876173702955
143.7999999999999,28.15721598398936,27.772081285840784,39.548923005770632,44.60546180299054,2.4841860013134216,-7.4122600093863706,-7.4122600093863706,16.466982807553045,108.62314114627662,9.092369786743582,8.2227841711099856,0,90,0.4450906213818418,-0.42449499425175524,11.267747353255356
143.99999999999989,28.235057526699837,29.334886974069768,40.715526121094115,46.094458598160877,2.5534777110708,-7.1869713844994099,-7.186971384499409,16.072280406918541,106.01951818292291,9.117128842777527,8.1959775550833882,0,90,0.41696561486049388,-0.50418567283364535,11.481349074318679
144.19999999999987,28.339624122469655,30.895743547319235,41.924709477163724,47.470889573021367,2.623599141211248,-6.9732267025920001,-6.9732267025920001,15.691863237227428,103.51012660823376,9.1370575788539572,8.163829331675835,0,90,0.391884274083803,-0.5813439730943194,11.685303927566261
144.39999999999986,28.469673243624737,32.452752274781204,43.170631508087517,48.740646933776837,2.6943650613405934,-6.7706564172221286,-6.7706564172221277,15.325460579257893,101.09318064441455,9.152109997751035,8.1264781263660382,0,90,0.36995277172966934,-0.65567909965532789,11.877019049698738
